Timestamp,Seq,Movement,Phase,Rep,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6
0.0145,14666,Rest,HAZIRLANIYOR...,0,0,113,0,0,0,0
0.0146,14667,Rest,HAZIRLANIYOR...,0,0,123,0,0,6,4
0.0146,14668,Rest,HAZIRLANIYOR...,0,0,127,0,0,9,8
0.0146,14669,Rest,HAZIRLANIYOR...,0,0,128,0,0,3,9
0.0146,14670,Rest,HAZIRLANIYOR...,0,0,124,0,0,0,5
0.0147,14671,Rest,HAZIRLANIYOR...,0,0,115,0,0,0,0
0.0147,14672,Rest,HAZIRLANIYOR...,0,6,104,0,0,0,0
0.0147,14673,Rest,HAZIRLANIYOR...,0,12,89,0,0,3,0
0.0147,14674,Rest,HAZIRLANIYOR...,0,17,71,0,0,2,0
0.0148,14675,Rest,HAZIRLANIYOR...,0,23,51,0,0,1,0
0.0148,14676,Rest,HAZIRLANIYOR...,0,28,30,0,0,1,7
0.0148,14677,Rest,HAZIRLANIYOR...,0,32,9,0,0,2,9
0.0148,14678,Rest,HAZIRLANIYOR...,0,35,0,101,0,2,1
0.0148,14679,Rest,HAZIRLANIYOR...,0,37,0,209,0,0,0
0.0148,14680,Rest,HAZIRLANIYOR...,0,39,0,312,5,0,0
0.0148,14681,Rest,HAZIRLANIYOR...,0,43,0,410,20,5,0
0.0148,14682,Rest,HAZIRLANIYOR...,0,48,0,501,35,11,1
0.0149,14683,Rest,HAZIRLANIYOR...,0,51,0,582,47,8,0
0.0149,14684,Rest,HAZIRLANIYOR...,0,52,0,647,57,0,0
0.0149,14685,Rest,HAZIRLANIYOR...,0,50,0,689,67,0,0
0.0149,14686,Rest,HAZIRLANIYOR...,0,44,0,704,77,0,0
0.0149,14687,Rest,HAZIRLANIYOR...,0,33,0,694,83,1,0
0.0149,14688,Rest,HAZIRLANIYOR...,0,19,0,662,85,0,0
0.0149,14689,Rest,HAZIRLANIYOR...,0,5,0,610,84,0,0
0.0149,14690,Rest,HAZIRLANIYOR...,0,0,0,534,81,0,0
0.0149,14691,Rest,HAZIRLANIYOR...,0,0,0,440,76,0,0
0.0150,14692,Rest,HAZIRLANIYOR...,0,0,0,339,68,0,5
0.0150,14693,Rest,HAZIRLANIYOR...,0,0,0,230,63,0,10
0.0297,14694,Rest,HAZIRLANIYOR...,0,0,0,115,55,0,4
0.0298,14695,Rest,HAZIRLANIYOR...,0,0,3,0,36,0,0
